10 bcdefghi,aihjdc,abd,acbjhgfe,adf,aedg,afdh,agdjbi,ahb,bhd
10 bcdefgh,ahgi,aid,acj,aji,aig,afibh,agb,bgfejc,die
10 bcdefghij,ajc,abjd,acjihe,adf,aeg,afh,agd,adj,aidcb
10 bcdefghij,ajc,abj,ajihge,adf,aeg,afdh,agd,adj,aidcb
10 bcdefghi,ajc,abd,acje,adj,ajg,afjih,agi,ahg,bgfed
10 bcdefghi,aij,ajh,ahe,adhgf,aeg,afe,aedcji,ahb,bhc
10 bcdefgh,aic,abj,aji,aif,aeihg,afh,agf,bfedj,cid
10 bcdefghij,ajc,abd,ace,adj,ajg,afjih,agi,ahg,agfeb
10 bcdefghi,ajc,abd,ace,adj,ajg,afjih,agi,ahg,bgfe
10 bcdefghij,ajc,abd,acje,adj,ajg,afih,agi,ahgj,aifedb
10 bcdefghi,aej,ajd,acje,adbihf,aeg,afh,agei,ahe,bdc
10 bcdefgh,aij,ajhgfd,ace,adf,aecg,afc,aci,bhj,bic
10 bcdefgh,aij,ajhgd,ace,adf,aeg,afc,aci,bhj,bic
10 bcdefg,ahc,abd,ace,adh,ahi,aij,bjfe,fjg,gih
10 bcdefg,ahc,abd,ache,adh,ahi,aij,bjfed,fjg,gih
10 bcdefgh,ahij,ajd,ace,adjf,aej,aji,aib,bhg,bgfec
10 bcdefgh,ahi,aig,agj,ajf,aejg,afdcih,agb,bgc,dfe
10 bcdefg,aghi,aid,acj,aji,aih,ahb,bgf,bfejc,die
10 bcdefghi,ajc,abjd,acihe,adf,aeg,afh,agd,adj,bic
10 bcdefghi,aij,ajhgfd,ace,adf,aecg,afc,aci,ahjb,bic
10 bcdefgh,aic,abd,acie,adi,aig,afjh,agj,bjfed,gih
10 bcdefghi,aic,abd,ace,adi,aig,afjh,agj,ajfeb,gih
10 bcdefgh,aic,abd,ace,adi,aig,afjh,agj,bjfe,gih
10 bcdefghi,aihj,ajd,ace,adjf,aej,ajh,agbi,ahb,bgfec
10 bcdefghi,aij,ajh,ahe,adgf,aeg,afeh,agdcji,ahb,bhc
10 bcdefgh,ahi,aigfjd,ace,adj,ajc,ach,agib,bhc,cfe
10 bcdefg,ahc,abi,aih,ahf,aejg,afj,bjedi,chd,fhg
10 bcdefgh,ahgi,aid,acj,aji,aig,afbh,agb,bfejc,die
10 bcdefghi,aic,abi,ahgje,adf,aej,ajd,adi,ahcb,dgf
10 bcdefgh,aic,abj,aji,aif,aehg,afh,agf,bedj,cid
10 bcdefghij,ajc,abd,ace,adj,ajg,afih,agi,ahgj,aifeb
10 bcdefghij,ajc,abd,ace,adj,ajg,afih,agi,ahg,afeb
10 bcdefghi,ajc,abd,ace,adj,ajg,afih,agi,ahg,bfe
10 bcdefghij,ajc,abd,acje,adj,ajg,afih,agi,ahg,afedb
10 bcdefghi,ajc,abd,acje,adj,ajg,afih,agi,ahg,bfed
10 bcdefghij,ajc,abjd,ace,adj,ajg,afjih,agi,ahgj,aigfecb
10 bcdefghi,aej,ajd,acje,adjbigf,aeg,afeh,agi,ahe,bedc
10 bcdefgh,aij,ajihged,ace,adcf,aeg,afc,aci,bhcj,bic
10 bcdefg,ahc,abhd,ace,adh,ahi,aij,bjifec,fhjg,gih
10 bcdefgh,ahij,ajd,acje,adf,aej,aji,aib,bhgj,bigfdc
10 bcdefgh,aic,abij,aje,adf,aeg,afj,aji,bhjc,cihgd
10 bcdefghi,aij,ajihged,ace,adcf,aeg,afc,aci,ahcjb,bic
10 bcdefgh,aic,abid,ace,adi,aig,afijh,agj,bjgfec,gih
10 bcdefghi,aihj,ajd,acje,adf,aej,ajh,agjbi,ahb,bhgfdc
10 bcdefghi,aic,abij,aje,adf,aeg,afj,aji,ahjcb,cihgd
10 bcdefghi,aij,ajd,aci,aif,aeihg,afh,agfi,ahfedjb,bic
10 bcdefgh,aei,aid,acie,adibhjf,aej,ajh,age,bedc,egf
10 bcdefg,aghi,aij,aje,adi,aih,ahb,bgfi,bhfejc,cid
10 bcdefgh,ahi,aihgfjd,acj,ajf,aec,ach,agcib,bhc,ced
10 bcdefg,ahi,aid,ach,ahf,aehjg,afj,bjfedi,bhc,fhg
10 bcdefgh,ahgi,aij,aje,adi,aig,afibh,agb,bgfejc,cid
10 bcdefghij,ajc,abj,ajihfe,adf,aedg,afh,agd,adj,aidcb
10 bcdefghi,ajc,abjd,ace,adj,ajg,afjih,agi,ahg,bgfec
10 bcdefghi,aij,ajd,aci,aif,aeihg,afh,agf,afedjb,bic
10 bcdefgh,aij,ajd,aci,aif,aeihg,afh,agf,bfedj,bic
10 bcdefghij,ajc,abjd,ace,adj,ajg,afih,agi,ahgj,aifecb
10 bcdefghi,aej,ajd,acje,adbigf,aeg,afeh,agi,ahe,bdc
10 bcdefgh,aij,ajhged,ace,adcf,aeg,afc,aci,bhj,bic
10 bcdefg,ahc,abhd,ace,adh,ahi,aij,bjfec,fjg,gih
10 bcdefgh,ahij,ajd,acje,adf,aej,aji,aib,bhg,bgfdc
10 bcdefgh,aic,abij,aje,adf,aeg,afj,aji,bhc,chgd
10 bcdefghi,aij,ajhged,ace,adcf,aeg,afc,aci,ahjb,bic
10 bcdefgh,aic,abid,ace,adi,aig,afjh,agj,bjfec,gih
10 bcdefghi,aihj,ajd,acje,adf,aej,ajh,agbi,ahb,bgfdc
10 bcdefghi,aic,abij,aje,adf,aeg,afj,aji,ahcb,chgd
10 bcdefghi,aij,ajd,aci,aif,aehg,afh,agfi,ahedjb,bic
10 bcdefgh,aei,aid,acie,adbhjf,aej,ajh,age,bdc,egf
10 bcdefg,ahi,aigfjd,acj,ajf,aec,ach,bgi,bhc,ced
10 bcdef,agh,ahd,acg,agi,aij,bjedh,bgc,ejf,fig
10 bcdefg,aghi,aij,aje,adi,aih,ahb,bgf,bfejc,cid
10 bcdefgh,ahi,aigfjd,acj,ajf,aec,ach,agib,bhc,ced
10 bcdefg,ahi,aid,ach,ahf,aejg,afj,bjedi,bhc,fhg
10 bcdefgh,ahgi,aij,aje,adi,aig,afbh,agb,bfejc,cid
10 bcdefghi,aic,abi,ahgje,adj,ajg,afd,adi,ahcb,dfe
10 bcdefgh,aij,ajd,aci,aif,aehg,afh,agf,bedj,bic
10 bcdefghij,ajc,abjd,ace,adj,ajg,afih,agi,ahg,afecb
10 bcdefghi,ajc,abjd,ace,adj,ajg,afih,agi,ahg,bfec
10 bcdefghij,ajc,abjd,acje,adj,ajg,afjih,agi,ahg,agfedcb
10 bcdefghi,ajc,abjd,acje,adj,ajg,afjih,agi,ahg,bgfedc
10 bcdefghi,aij,ajid,aci,aif,aeihg,afh,agf,afedcjb,bic
10 bcdefgh,aij,ajid,aci,aif,aeihg,afh,agf,bfedcj,bic
10 bcdefgh,aig,agd,acgfe,adf,aed,adcbijh,agj,bjg,gih
10 bcdefghi,aihj,ajh,ahe,adhgf,aeg,afe,aedcjbi,ahb,bhc
10 bcdefgh,aic,abij,aji,aif,aeihg,afh,agf,bfedjc,cid
10 bcdefghij,ajc,abjd,acje,adj,ajg,afih,agi,ahgj,aifedcb
10 bcdefghi,aej,ajd,acje,adbihgf,aeg,afeh,agei,ahe,bdc
10 bcdefgh,aij,ajhgfed,ace,adcf,aecg,afc,aci,bhj,bic
10 bcdefg,ahc,abhd,ache,adh,ahi,aij,bjfedc,fjg,gih
10 bcdefgh,ahij,ajd,acje,adjf,aej,aji,aib,bhg,bgfedc
10 bcdefghi,aij,ajhgfed,ace,adcf,aecg,afc,aci,ahjb,bic
10 bcdefgh,aic,abid,acie,adi,aig,afjh,agj,bjfedc,gih
10 bcdefghi,aihj,ajd,acje,adjf,aej,ajh,agbi,ahb,bgfedc
10 bcdefghi,aij,ajid,aci,aif,aehg,afh,agfi,ahedcjb,bic
10 bcdefgh,ahgi,aij,ajie,adi,aig,afbh,agb,bfedjc,cid
10 bcdefgh,aig,agd,acfe,adf,aedg,afcbijh,agj,bjg,gih
10 bcdefghi,aig,agd,acfe,adf,aed,acbijh,agj,ajgb,gih
10 bcdefgh,aij,ajid,aci,aif,aehg,afh,agf,bedcj,bic
10 bcdefgh,aig,agd,acfe,adf,aed,acbijh,agj,bjg,gih
10 bcdefg,ahi,ajh,ahe,adgf,aeg,afe,bdcji,bhj,cih
10 bcdefghi,aihj,ajh,ahe,adgf,aeg,afeh,agdcjbi,ahb,bhc
10 bcdefgh,ahgi,aid,acij,aji,aig,afbh,agb,bfejdc,die
10 bcdefg,ahi,ajh,ahe,adgf,aeg,afeh,bgdcji,bhj,cih
10 bcdefghi,aic,abij,aji,aif,aehg,afh,agf,aedjcb,cid
10 bcdefgh,aic,abij,aji,aif,aehg,afh,agf,bedjc,cid
10 bcdefghij,ajc,abjd,acje,adj,ajg,afih,agi,ahg,afedcb
10 bcdefghi,ajc,abjd,acje,adj,ajg,afih,agi,ahg,bfedc
10 bcdefghij,ajc,abjd,acje,adjf,aej,ajih,agi,ahgj,aigfedcb
10 bcdefghi,aigj,ajg,agfe,adf,aedg,afdcjbih,agi,ahgb,bgc
10 bcdefgh,ahgi,ajg,agfe,adf,aedg,afdcjibh,agb,bgj,cig
10 bcdefgh,ahc,abhi,ajh,agf,aeg,afeh,agdjicb,chj,dih
10 bcdefghi,aic,abid,acij,aji,ahg,afh,agfi,ahejdcb,die
10 bcdefghi,ajc,abjd,acjihgfe,adf,aedg,afdh,agdi,ahd,bdc
10 bcdefghi,aij,ajihgfed,ace,adcf,aecg,afch,agc,acjb,bic
10 bcdefgh,aic,abid,acie,adif,aei,aijh,agj,bjgfedc,gih
10 bcdefghi,aihj,ajd,acje,adjf,aejg,afj,ajbi,ahb,bhgfedc
10 bcdefghi,aij,ajid,acie,adi,aihg,afh,agfi,ahfedcjb,bic
10 bcdefgh,aigj,ajg,agfe,adf,aedg,afdcjbih,agi,bhg,bgc
10 bcdefg,agfh,ahi,aihj,ajh,ahbg,afb,bfejdic,chd,dhe
10 bcdefg,agfh,ahi,aihj,ajh,abg,afb,bejdic,chd,dhe
10 bcdefgh,ahg,agfiejd,acj,ajci,aic,acbh,agb,cfe,ced
10 bcdefgh,ahgc,abfiejd,acj,ajci,aic,abh,agb,cfe,ced
10 bcdefgh,ahgi,aij,ajie,adif,aei,aibh,agb,bgfedjc,cid
10 bcdefg,ahic,abi,aife,adf,aedi,aij,bji,bhjgfdc,gih
10 bcdef,agh,ahed,ace,adch,ahi,bjh,bgjifec,fhj,gih
10 bcdefg,agh,ahed,ace,adc,ahi,ajhb,bgjifc,fhj,gih
10 bcdefg,agh,aed,ace,adch,ahi,ajhb,bgjife,fhj,gih
10 bcdef,agh,aed,ace,adch,ahi,bjh,bgjife,fhj,gih
10 bcdefgh,aigc,abg,agfe,adf,aedg,afdcbijh,agj,bjg,gih
10 bcdefg,ahf,afed,ace,adcf,aecbhijg,afj,bif,fhj,fig
10 bcdefgh,ahf,aed,ace,adcf,aebhijg,afj,aifb,fhj,fig
10 bcdefg,ahf,aed,ace,adcf,aebhijg,afj,bif,fhj,fig
10 bcdefghi,aif,aed,ace,adcf,aebihjg,afj,ajfi,ahfb,fhg
10 bcdefghi,aihj,ajhd,ach,ahgf,aeg,afeh,agedcjbi,ahb,bhc
10 bcdefgh,ahgi,aid,acij,ajif,aei,aibh,agb,bgfejdc,die
10 bcdefghi,aihc,abgfjed,ace,adcj,ajcg,afc,abi,ahb,cfe
10 bcdefghij,ajic,abihgfd,ace,adf,aecg,afch,agc,acbj,aib
10 bcdefghi,aigj,ajg,agfe,adf,aedg,afdcjbh,agi,ahb,bgc
10 bcdefgh,ahgi,aid,ace,adij,aji,aibh,agb,bgfjec,eif
10 bcdefghi,aic,abhj,ajh,agf,aeg,afeh,agdjci,ahb,chd
10 bcdefghi,ajc,abjd,acjihge,adf,aeg,afdh,agdi,ahd,bdc
10 bcdefghi,aij,ajihgfd,ace,adf,aecg,afch,agc,acjb,bic
10 bcdefgh,aij,ajihgfd,ace,adf,aecg,afch,agc,bcj,bic
10 bcdefg,ahc,abd,ache,adhf,aeh,aij,bjifed,ghj,gih
10 bcdefgh,aic,abd,acie,adif,aei,aijh,agj,bjgfed,gih
10 bcdefghi,aij,ajihgd,ace,adf,aeg,afch,agc,acjb,bic
10 bcdefgh,aij,ajihgd,ace,adf,aeg,afch,agc,bcj,bic
10 bcdefgh,ahc,abd,ace,adf,aeh,aij,ajifb,ghj,gih
10 bcdefgh,aic,abd,ace,adif,aei,aijh,agj,bjgfe,gih
10 bcdefghi,aij,ajihd,ace,adf,aeg,afh,agc,acjb,bic
10 bcdefghi,aihj,ajd,ace,adjf,aejg,afj,ajbi,ahb,bhgfec
10 bcdefghi,aic,abd,acje,adj,ajhg,afh,agfj,ajb,dihfe
10 bcdefghi,aic,abij,aje,adf,aeg,afh,agj,ajcb,cihd
10 bcdefghi,aij,ajhd,ach,ahgf,aeg,afeh,agedcji,ahb,bhc
10 bcdefgh,aif,afed,ace,adcf,aecbijg,afh,agj,bjf,fih
10 bcdefgh,ahgi,aid,acj,ajif,aei,aibh,agb,bgfejc,die
10 bcdefg,ahi,aied,ace,adci,aig,afj,bji,bhjfec,gih
10 bcdefghi,aic,abid,achgje,adf,aej,ajdh,agd,acb,dgf
10 bcdefgh,aif,aed,ace,adcf,aebijg,afh,agj,bjf,fih
10 bcdefghij,ajf,afed,ace,adcf,aecbjg,afh,agi,ahj,aifb
10 bcdefghi,ajc,abjd,acjihe,adf,aeg,afh,agdi,ahd,bdc
10 bcdefghi,ajc,abjd,acjie,adf,aeg,afh,agi,ahd,bdc
10 bcdefghij,ajc,abjd,acihe,adf,aeg,afh,agdi,ahd,acb
10 bcdefghij,ajc,abjd,acie,adf,aeg,afh,agi,ahd,acb
10 bcdefghij,ajc,abjd,acjie,adf,aeg,afh,agi,ahd,adcb
10 bcdefghij,ajc,abj,ajihge,adf,aeg,afdh,agdi,ahd,adcb
10 bcdefghi,aigj,ajg,agfe,adf,aed,adcjbh,agi,ahb,bgc
10 bcdefgh,aic,abi,aihjge,adf,aeg,afdj,ajd,bdc,dhg
10 bcdefgh,aic,abd,acij,aji,aihg,afh,agf,bfejd,die
10 bcdefghi,ajc,abj,ajihge,adf,aeg,afdh,agdi,ahd,bdc
10 bcdefghi,ajc,abd,acje,adjf,aej,ajih,agi,ahg,bgfed
10 bcdefghi,aij,ajhd,ach,ahgf,aeg,afe,aedcji,ahb,bhc
10 bcdefgh,aif,afed,ace,adc,acbijg,afh,agj,bjf,fih
10 bcdefg,ahc,abi,ajh,ahgf,aeg,afe,bedji,chj,dih
10 bcdefgh,aic,abi,aihgje,adf,aej,ajdh,agd,bdc,dgf
10 bcdefg,ahe,aid,aci,aibhjf,aeg,afj,bje,ced,ehg
10 bcdefgh,aic,abj,ajie,adi,aihg,afh,agf,bfedj,cid
10 bcdefghij,ajc,abj,ajihe,adf,aeg,afh,agdi,ahd,adcb
10 bcdefghi,ajc,abj,ajihe,adf,aeg,afh,agdi,ahd,bdc
10 bcdefghi,ajc,abj,ajie,adf,aeg,afh,agi,ahd,bdc
10 bcdefghi,ajc,abd,ace,adjf,aej,ajih,agi,ahg,bgfe
10 bcdefghij,ajc,abj,ajie,adf,aeg,afh,agi,ahd,adcb
10 bcdefghij,ajc,abjd,acihge,adf,aeg,afdh,agdi,ahd,acb
10 bcdefghij,ajc,abjd,acjige,adf,aeg,afdh,agi,ahd,adcb
10 bcdefghi,ajc,abjd,acjige,adf,aeg,afdh,agi,ahd,bdc
10 bcdefghi,aij,ajihfd,ace,adf,aecg,afh,agc,acjb,bic
10 bcdefgh,aij,ajihfd,ace,adf,aecg,afh,agc,bcj,bic
10 bcdefg,ahc,abd,ache,adf,aeh,aij,bjifd,ghj,gih
10 bcdefgh,aic,abd,acie,adf,aei,aijh,agj,bjgfd,gih
10 bcdefghi,aihj,ajd,ace,adjf,aeg,afj,ajbi,ahb,bhgec
10 bcdefghi,aij,ajd,ach,ahgf,aeg,afeh,agedji,ahb,bhc
10 bcdefgh,aic,abid,acihje,adf,aej,ajh,agd,bdc,dgf
10 bcdefgh,ahi,aihgjd,ace,adj,ajg,afc,acib,bhc,cfe
10 bcdefg,ahi,aihgjd,ace,adj,ajg,afc,bci,bhc,cfe
10 bcdef,agc,abh,ahe,adg,aij,bjieh,cgd,fgj,fig
10 bcdefg,ahc,abi,aie,adh,ahjg,afj,bjfei,chd,fhg
10 bcdefgh,ahgi,aid,acj,ajf,aei,aibh,agb,bgfjc,die
10 bcdefghi,aic,abid,achje,adf,aej,ajh,agd,acb,dgf
10 bcdefghij,ajc,abj,ajige,adf,aeg,afdh,agi,ahd,adcb
10 bcdefghi,ajc,abj,ajige,adf,aeg,afdh,agi,ahd,bdc
10 bcdefgh,aic,abd,acie,adf,aei,ajh,agj,bjfd,gih
10 bcdefghi,ajc,abd,acje,adf,aej,ajih,agi,ahg,bgfd
10 bcdefghi,aij,ajd,ach,ahgf,aeg,afe,aedji,ahb,bhc
10 bcdefgh,aic,abi,aihje,adf,aej,ajh,agd,bdc,dgf
10 bcdefg,ahc,abi,aie,adh,ajg,afj,bjei,chd,fhg
10 bcdefgh,aic,abj,aje,adi,aihg,afh,agf,bfej,cid
10 bcdefghij,ajc,abjd,acige,adf,aeg,afdh,agi,ahd,acb
10 bcdefghij,ajc,abjd,acjihfe,adf,aedg,afh,agdi,ahd,adcb
10 bcdefghi,aij,ajg,agfe,adf,aedg,afdcjih,agi,ahgb,bgc
10 bcdefghi,aic,abd,acj,aji,aihg,afh,agfi,ahfejb,die
10 bcdefgh,aic,abid,acihje,adf,aeg,afj,ajd,bdc,dhg
10 bcdefghi,aic,abid,achje,adf,aeg,afj,ajd,acb,dhg
10 bcdefghi,aic,abid,achjfe,adf,aedg,afj,ajd,acb,dhg
10 bcdefghi,ajc,abjd,acjihfe,adf,aedg,afh,agdi,ahd,bdc
10 bcdefghi,aij,ajihged,ace,adcf,aeg,afch,agc,acjb,bic
10 bcdefgh,aij,ajihged,ace,adcf,aeg,afch,agc,bcj,bic
10 bcdefg,ahc,abhd,ace,adhf,aeh,aij,bjifec,ghj,gih
10 bcdefgh,aic,abid,ace,adif,aei,aijh,agj,bjgfec,gih
10 bcdefghi,aihj,ajd,acje,adf,aejg,afj,ajbi,ahb,bhgfdc
10 bcdefghi,aij,ajd,acie,adi,aihg,afh,agfi,ahfedjb,bic
10 bcdefgh,aij,ajg,agfe,adf,aedg,afdcjih,agi,bhg,bgc
10 bcdefgh,aij,ajg,afe,adf,aedg,afcjih,agi,bhg,bgc
10 bcdefg,agfh,ahi,aij,ajh,ahbg,afb,bfejic,chd,dhe
10 bcdefgh,aic,abid,acihgje,adj,ajg,afdh,agd,bdc,dfe
10 bcdefgh,ahi,aihgfjd,acj,ajf,aecg,afc,acib,bhc,ced
10 bcdefg,ahi,aid,ache,adh,ahjg,afj,bjfedi,bhc,fhg
10 bcdefgh,ahi,aid,ace,adh,ahjg,afj,ajfeib,bhc,fhg
10 bcdefg,ahi,aid,ace,adh,ahjg,afj,bjfei,bhc,fhg
10 bcdefgh,ahgi,aij,aje,adif,aei,aibh,agb,bgfejc,cid
10 bcdefgh,ahc,abhi,aij,ajf,aeg,afi,aicb,chgjd,die
10 bcdefghi,aic,abid,acihje,adj,ajg,afh,agd,adcb,dfe
10 bcdefgh,aic,abid,acihje,adj,ajg,afh,agd,bdc,dfe
10 bcdefghi,aic,abid,achje,adj,ajg,afh,agd,acb,dfe
10 bcdefghi,aic,abid,achgje,adj,ajg,afdh,agd,acb,dfe
10 bcdefghij,ajc,abj,ajihfe,adf,aedg,afh,agdi,ahd,adcb
10 bcdefghi,aij,ajg,agfe,adf,aed,adcjih,agi,ahgb,bgc
10 bcdefgh,aic,abi,aihjfe,adf,aedg,afj,ajd,bdc,dhg
10 bcdefgh,aic,abid,acj,aji,aihg,afh,agf,bfejc,die
10 bcdefghi,aic,abd,acj,aji,aihg,afh,agf,afejb,die
10 bcdefgh,aic,abi,aihje,adf,aeg,afj,ajd,bdc,dhg
10 bcdefgh,aic,abd,acj,aji,aihg,afh,agf,bfej,die
10 bcdefghi,ajc,abj,ajihfe,adf,aedg,afh,agdi,ahd,bdc
10 bcdefgh,aic,abid,ace,adif,aei,ajh,agj,bjfec,gih
10 bcdefghi,ajc,abjd,ace,adjf,aej,ajih,agi,ahg,bgfec
10 bcdefghi,aij,ajd,acie,adi,aihg,afh,agf,afedjb,bic
10 bcdefgh,aij,ajg,agfe,adf,aed,adcjih,agi,bhg,bgc
10 bcdefg,ahi,aij,ajh,ahgf,aeg,afe,bedji,bhc,chd
10 bcdefgh,aic,abi,aihgje,adj,ajg,afdh,agd,bdc,dfe
10 bcdefg,ahi,aid,ache,adh,ajg,afj,bjedi,bhc,fhg
10 bcdefgh,aij,ajd,acie,adi,aihg,afh,agf,bfedj,bic
10 bcdefghi,aic,abi,aihje,adj,ajg,afh,agd,adcb,dfe
10 bcdefgh,aic,abi,aihje,adj,ajg,afh,agd,bdc,dfe
10 bcdefg,ahi,aid,ace,adh,ajg,afj,bjei,bhc,fhg
10 bcdefgh,aij,ajd,ace,adi,aihg,afh,agf,bfej,bic
10 bcdefghij,ajc,abjd,acihfe,adf,aedg,afh,agdi,ahd,acb
10 bcdefghij,ajc,abj,ajihgfe,adf,aedg,afdh,agdi,ahd,adcb
10 bcdefghi,aigj,ajg,agfe,adf,aed,adcjbih,agi,ahgb,bgc
10 bcdefgh,aic,abid,acij,aji,aihg,afh,agf,bfejdc,die
10 bcdefgh,ahgi,ajg,agfe,adf,aed,adcjibh,agb,bgj,cig
10 bcdefghi,ajc,abj,ajihgfe,adf,aedg,afdh,agdi,ahd,bdc
10 bcdefgh,aic,abid,acie,adif,aei,ajh,agj,bjfedc,gih
10 bcdefghi,ajc,abjd,acje,adjf,aej,ajih,agi,ahg,bgfedc
10 bcdefghi,aij,ajid,acie,adi,aihg,afh,agf,afedcjb,bic
10 bcdefgh,aij,ajid,acie,adi,aihg,afh,agf,bfedcj,bic
10 bcdefgh,aigc,abg,agfe,adf,aed,adcbijh,agj,bjg,gih
10 bcdefg,ahf,afed,ace,adc,acbhijg,afj,bif,fhj,fig
10 bcdefghi,aihj,ajhd,ach,ahgf,aeg,afe,aedcjbi,ahb,bhc
10 bcdefgh,aic,abij,ajie,adi,aihg,afh,agf,bfedjc,cid
10 bcdefghij,ajc,abjd,acihgfe,adf,aedg,afdh,agdi,ahd,acb
10 bcdefghij,ajc,abjd,acjigfe,adf,aedg,afdh,agi,ahd,adcb
10 bcdefghi,ajc,abjd,acjigfe,adf,aedg,afdh,agi,ahd,bdc
10 bcdefghi,aij,ajihfed,ace,adcf,aecg,afh,agc,acjb,bic
10 bcdefgh,aij,ajihfed,ace,adcf,aecg,afh,agc,bcj,bic
10 bcdefgh,aic,abid,acie,adf,aei,aijh,agj,bjgfdc,gih
10 bcdefghi,aij,ajihed,ace,adcf,aeg,afh,agc,acjb,bic
10 bcdefgh,aij,ajihed,ace,adcf,aeg,afh,agc,bcj,bic
10 bcdefg,ahc,abhd,ace,adf,aeh,aij,bjifc,ghj,gih
10 bcdefg,ahc,abd,ace,adf,aeh,aij,bjif,ghj,gih
10 bcdefgh,aic,abid,ace,adf,aei,aijh,agj,bjgfc,gih
10 bcdefgh,ahi,ajd,ace,adf,aeg,afj,ajib,bhj,cihg
10 bcdefghi,aij,ajid,ace,adi,aihg,afh,agfi,ahfecjb,bic
10 bcdefgh,aic,abid,acihfje,adj,ajdg,afh,agd,bdc,dfe
10 bcdefgh,ahi,aihgejd,acj,ajcf,aeg,afc,acib,bhc,ced
10 bcdefg,ahi,aihd,ace,adh,ahjg,afj,bjfeci,bhc,fhg
10 bcdefghi,aic,abg,afe,adf,aedg,afcijh,agj,ajgb,gih
10 bcdefghi,aihj,ajd,ach,ahgf,aeg,afeh,agedjbi,ahb,bhc
10 bcdefgh,aic,abid,acihjfe,adf,aedj,ajh,agd,bdc,dgf
10 bcdefgh,ahi,aihgjed,ace,adcj,ajg,afc,acib,bhc,cfe
10 bcdefg,ahc,abhi,aie,adh,ahjg,afj,bjfeic,chd,fhg
10 bcdefg,agh,aid,acg,agjf,aej,ajedihb,bgi,chg,egf
10 bcdefg,agh,aid,acg,ajf,aej,ajdihb,bgi,chg,egf
10 bcdef,agh,aid,acg,ajf,aej,bjdih,bgi,chg,egf
10 bcdef,agh,aid,acg,agjf,aej,bjedih,bgi,chg,egf
10 bcdefgh,ahi,ajd,ach,ahgf,aeg,afeh,agedjib,bhj,cih
10 bcdefghi,aic,abij,aje,adi,ahg,afh,agfi,ahejcb,cid
10 bcdefgh,ahi,ajd,ach,agf,aeg,afeh,agdjib,bhj,cih
10 bcdefghij,ajc,abjd,ace,adf,aej,ajih,agi,ahgj,aigfcb
10 bcdefghi,ajc,abjd,acjife,adf,aedg,afh,agi,ahd,bdc
10 bcdefghij,ajc,abjd,acife,adf,aedg,afh,agi,ahd,acb
10 bcdefghij,ajc,abj,ajigfe,adf,aedg,afdh,agi,ahd,adcb
10 bcdefghi,ajc,abj,ajigfe,adf,aedg,afdh,agi,ahd,bdc
10 bcdefgh,aic,abid,acie,adf,aei,ajh,agj,bjfdc,gih
10 bcdefghi,ajc,abjd,acje,adf,aej,ajih,agi,ahg,bgfdc
10 bcdefghi,aij,ajid,ace,adi,aihg,afh,agf,afecjb,bic
10 bcdefgh,aic,abi,aihfje,adj,ajdg,afh,agd,bdc,dfe
10 bcdefg,ahi,aihd,ace,adh,ajg,afj,bjeci,bhc,fhg
10 bcdefgh,aij,ajid,ace,adi,aihg,afh,agf,bfecj,bic
10 bcdefghi,aihj,ajd,ach,ahgf,aeg,afe,aedjbi,ahb,bhc
10 bcdefgh,aic,abi,aihjfe,adf,aedj,ajh,agd,bdc,dgf
10 bcdefg,ahc,abhi,aie,adh,ajg,afj,bjeic,chd,fhg
10 bcdefgh,aic,abij,aje,adi,aihg,afh,agf,bfejc,cid
10 bcdefgh,ahi,ajd,ach,ahgf,aeg,afe,aedjib,bhj,cih
10 bcdefg,ahi,ajd,ach,ahgf,aeg,afe,bedji,bhj,cih
10 bcdefghij,ajc,abj,ajife,adf,aedg,afh,agi,ahd,adcb
10 bcdefghi,ajc,abj,ajife,adf,aedg,afh,agi,ahd,bdc
10 bcdefgh,aic,abid,ace,adf,aei,ajh,agj,bjfc,gih
10 bcdefgh,aic,abd,ace,adf,aei,ajh,agj,bjf,gih
10 bcdefghi,ajc,abjd,ace,adf,aej,ajih,agi,ahg,bgfc
10 bcdefghi,aic,abi,aje,adf,aeg,afh,agj,ajcb,dih
10 bcdefghij,ajc,abjd,acigfe,adf,aedg,afdh,agi,ahd,acb
10 bcdefghij,ajdc,abd,acbjihgfe,adf,aedg,afdh,agdi,ahdj,aidb
10 bcdefghi,aidj,ajd,acjbihgfe,adf,aedg,afdh,agdi,ahdb,bdc
10 bcdefgh,aij,ajd,acje,adjf,aejg,afjh,agji,bhj,bihgfedc
10 bcdefg,aghi,ajh,ahe,adhf,aehg,afhb,bgfedcji,bhj,cih
10 bcdef,afgh,aig,age,adgf,aegb,bfedcijh,bgj,cjg,gih
10 bcde,aefg,ahf,afe,adfb,bedchijg,bfj,cif,fhj,fig
10 bcdefgh,ahic,abid,acie,adij,aji,aih,agb,bgfjedc,eif
10 bcdefg,aghi,ajh,ahe,adf,aehg,afhb,bgfdcji,bhj,cih
10 bcdef,afgh,aig,age,adf,aegb,bfdcijh,bgj,cjg,gih
10 bcde,aefg,ahf,afe,adb,bdchijg,bfj,cif,fhj,fig
10 bcdefg,agc,abd,ache,adhi,ajh,ahb,dgfjie,ehj,fih
10 bcdef,afgh,aig,age,adf,aeb,bdcijh,bgj,cjg,gih
10 bcdefgh,ahic,abid,acie,adj,aji,aih,agib,bhgfjdc,eif
